Time,Pokhara Airport,Lumle,Begnas
11/06/2016,70.65,82.95,86.65
12/06/2016,79.8,95.25,84.35
13/06/2016,88.55,97.05,82.5
14/06/2016,79.9,87.05,79.85
15/06/2016,78.25,95.25,77.1
16/06/2016,86.2,99,71.8
17/06/2016,71.8,85.3,84.15
18/06/2016,79.6,94.45,76.35
19/06/2016,83.25,96.2,75.15
20/06/2016,80.45,97.05,85.9
21/06/2016,92.8,99,82.45
22/06/2016,93.1,98,88.25
23/06/2016,76.45,76.75,85.3
24/06/2016,80.5,86.25,87.95
25/06/2016,87.75,91.85,83.95
26/06/2016,79.05,89.9,82
27/06/2016,73.8,93.5,76.1
28/06/2016,71.75,92.8,68.1
29/06/2016,80.45,92.6,81.35
30/06/2016,92.65,94.2,84.1
01/07/2016,96.9,98,96.65
02/07/2016,88.15,96.95,93.75
03/07/2016,75.25,88.9,83.45
04/07/2016,76.8,95.25,82.9
05/07/2016,84.25,95.4,83
06/07/2016,84.75,98.1,86.4
07/07/2016,74.65,90.05,84.2
08/07/2016,70.45,90.9,78.05
09/07/2016,82.7,88.55,81.65
10/07/2016,84.05,93.4,69.55
11/07/2016,81,91.75,83.65
12/07/2016,82.65,93.5,73.6
13/07/2016,77.15,90.35,82.8
14/07/2016,77,96.3,79.9
15/07/2016,82.85,91.9,81.8
16/07/2016,84,93.15,90.05
17/07/2016,89.25,93.4,90
18/07/2016,83.55,94.35,83.45
19/07/2016,73.9,94.4,81.8
20/07/2016,94.5,99,93.35
21/07/2016,89.15,97.1,96.65
22/07/2016,92.35,98,93.35
23/07/2016,79.05,92.35,75.35
24/07/2016,83.5,96.2,84.45
25/07/2016,94.8,99,95.05
26/07/2016,88.55,96.95,88.9
27/07/2016,86.65,97.05,91.55
28/07/2016,84.4,97,90.2
29/07/2016,87.45,96.05,95.9
30/07/2016,87.3,96.05,94.55
31/07/2016,79.3,89.55,91.15
01/08/2016,78.95,79.1,85.7
02/08/2016,71.6,85.6,79.2
03/08/2016,64.85,76.2,76.75
04/08/2016,67.65,77.05,81.8
05/08/2016,88.7,81.05,75.85
06/08/2016,76.7,79.7,78.5
07/08/2016,77.3,89,88.4
08/08/2016,76.75,87.5,85.25
09/08/2016,82.7,87.55,88.5
10/08/2016,81.8,91.5,84
11/08/2016,88.35,96.2,84.9
12/08/2016,78.25,88.35,83
13/08/2016,72.5,83.35,74.35
14/08/2016,76,87.35,80.7
15/08/2016,77.3,96.15,79.25
16/08/2016,76.8,85,75.45
17/08/2016,77.85,85.25,77.35
18/08/2016,85.4,86.55,88.4
19/08/2016,74.7,82.95,76.6
20/08/2016,71.85,90.05,84.9
21/08/2016,72.9,87.65,82.1
22/08/2016,85.45,92.45,90.75
23/08/2016,72.9,96.15,85.05
24/08/2016,82.9,85.5,83.3
25/08/2016,70.45,75.9,85
26/08/2016,73,87.5,85.5
27/08/2016,66.8,79.85,77.05
28/08/2016,72.1,86.55,82.3
29/08/2016,91.9,89.7,82.55
30/08/2016,88.45,98,92.15
31/08/2016,82.05,94.25,84.4
01/09/2016,81.4,85.5,82.65
02/09/2016,92.9,97.05,91.4
03/09/2016,93.75,98.5,94.6
04/09/2016,84.85,97,87
05/09/2016,73.4,80.2,77.75
06/09/2016,81.1,93.35,85.55
07/09/2016,83.7,89.05,79.65
08/09/2016,83.85,96.2,81.35
09/09/2016,81.85,96.15,86.7
10/09/2016,85.85,97.05,85.35
11/09/2016,86.1,96.5,87.55
12/09/2016,83.6,96,91
13/09/2016,77.45,89.25,81.4
14/09/2016,75.9,80.75,79.8
15/09/2016,75.85,88.15,79
16/09/2016,85.8,94.05,76.85
17/09/2016,84.65,88.05,82.4
18/09/2016,88,87.75,84.1
19/09/2016,79.6,93.3,82.4
20/09/2016,83.15,94.4,88.5
21/09/2016,79.35,90.15,91.25
22/09/2016,71.95,83.15,64.6
23/09/2016,86.3,95.85,82.15
24/09/2016,78.45,83,79.4
25/09/2016,72.3,88.4,75.9
26/09/2016,73.55,90.05,89.35
27/09/2016,72.8,85.4,84.7
28/09/2016,84.4,95.85,91.45
29/09/2016,74.9,86.65,82.1
30/09/2016,72.85,88.1,79.95
01/10/2016,71.95,94.3,70.9
02/10/2016,80.55,95.25,74.95
03/10/2016,90.35,89.65,85.8
04/10/2016,82.25,87.65,79.55
05/10/2016,80.65,89.05,81.35
06/10/2016,90.95,89.15,93.5
07/10/2016,77.4,86.35,84.35
08/10/2016,76.85,90.25,72.3
09/10/2016,83.05,87,89.45
10/10/2016,72.75,86.7,75.4
11/10/2016,78.3,77.6,82.35
12/10/2016,69.75,79.6,73
13/10/2016,78.3,91.1,79.25
14/10/2016,80.4,93.75,76.85
15/10/2016,81.9,96.3,82
16/10/2016,81.05,89.7,81.95
17/10/2016,80.35,92.75,86
18/10/2016,81.7,79.35,81.05
19/10/2016,73.6,69.15,70.3
20/10/2016,72.95,79.2,64.85
21/10/2016,81.55,80.3,86.95
22/10/2016,76.35,83.95,78.35
23/10/2016,80.25,87.25,91.3
24/10/2016,80.8,77.7,89.4
25/10/2016,71.55,74.35,91.05
26/10/2016,66.55,74.9,81.4
27/10/2016,65.15,82.35,74.7
28/10/2016,67.4,85.6,66.25
29/10/2016,71.6,78.7,86.5
30/10/2016,69.7,83.4,78.8
31/10/2016,68.85,82.85,73.5
01/11/2016,61.55,89.4,76.5
02/11/2016,59.9,87.6,71.65
03/11/2016,64.35,82.45,68.9
04/11/2016,59.1,84.45,71.2
05/11/2016,61.8,86.35,84.55
06/11/2016,61.3,82.05,69.6
07/11/2016,64.35,85.95,81.95
08/11/2016,69.35,85.85,59.2
09/11/2016,65.85,80.95,75.5
10/11/2016,70.95,84.85,81
11/11/2016,71.15,86.2,87.95
12/11/2016,69.5,85.25,75.2
13/11/2016,71.6,84.15,71.5
14/11/2016,76.4,90.3,80.4
15/11/2016,71.35,84.35,82.15
16/11/2016,65.7,87.05,74.3
17/11/2016,68.25,84.25,86.5
18/11/2016,71.1,89.55,95.65
19/11/2016,75.3,89.2,75.8
20/11/2016,70.15,89,83.7
21/11/2016,80.85,85.5,81.45
22/11/2016,72.3,89.35,82.1
23/11/2016,73.8,86.8,87.3
24/11/2016,66.15,81.05,91.3
25/11/2016,76.5,86.65,79.35
26/11/2016,76.8,77.25,89.2
27/11/2016,71.2,85.6,78.75
28/11/2016,76.8,81.45,83.5
29/11/2016,71.15,86.4,79.2
30/11/2016,74.2,78.75,91.8
01/12/2016,76.55,85.55,86.5
02/12/2016,81.65,81.3,86.35
03/12/2016,83.1,83.1,77.9
04/12/2016,83.6,83.5,85.3
05/12/2016,80.1,88.05,91.75
06/12/2016,75.2,86.6,86.4
07/12/2016,74.7,87.5,86.25
08/12/2016,73.9,83.7,77.15
09/12/2016,75.6,85.5,90.3
10/12/2016,77.6,85.7,89.5
11/12/2016,77.25,90.05,90.2
12/12/2016,73.3,95.2,89.95
13/12/2016,73.65,85.15,78.95
14/12/2016,77.1,84.35,76.45
15/12/2016,75.15,86.55,76.3
16/12/2016,74.85,86.3,86.4
17/12/2016,71.15,89.55,80.15
18/12/2016,77.35,84.35,80.8
19/12/2016,70.2,84,90.35
20/12/2016,76.1,89.55,75.3
21/12/2016,74.55,82.4,85.25
22/12/2016,74.55,85.45,84.1
23/12/2016,71.7,86.45,95.95
24/12/2016,76.35,87.85,97.45
25/12/2016,76.3,83.6,97.45
26/12/2016,73,82.1,79.7
27/12/2016,76.4,85.45,78.3
28/12/2016,66.8,84.5,79.8
29/12/2016,74.75,87.25,84.15
30/12/2016,72.35,88.85,98.65
31/12/2016,68.95,91.3,74.05
01/01/2017,68.3,89.35,68.35
02/01/2017,70.65,80.9,64.15
03/01/2017,60.6,87.1,80.65
04/01/2017,60.45,88.75,79.4
05/01/2017,62.95,86.9,69.6
06/01/2017,60.3,87.2,85
07/01/2017,66.65,90.75,64.9
08/01/2017,68.05,94.25,66.45
09/01/2017,63.6,83.9,74.5
10/01/2017,65.4,87.4,81.15
11/01/2017,62.05,87.05,62.3
12/01/2017,65.9,84,62.35
13/01/2017,67.1,86.75,70.45
