Date,Precipitation,Max Temperature,Min Temperature,Humidity
2017-08-30,8.3,31.8,22.0,81.2
2017-08-31,5.5,31.3,23.0,92.7
2017-09-01,85.7,29.5,21.5,85.8
2017-09-02,140.0,30.0,21.5,92.0
2017-09-03,78.0,29.7,21.5,95.2
2017-09-04,76.5,31.0,21.0,86.05
2017-09-05,0.0,32.0,22.2,81.65
2017-09-06,0.3,31.8,23.0,85.7
2017-09-07,0.0,31.7,21.5,84.15
2017-09-08,0.5,31.5,21.3,76.75
2017-09-09,42.2,31.8,21.0,82.4
2017-09-10,2.0,31.8,22.5,81.5
2017-09-11,47.5,31.1,21.2,90.45
2017-09-12,63.7,30.6,21.5,83.1
2017-09-13,48.6,31.0,20.9,83.4
2017-09-14,0.0,31.3,21.5,78.4
2017-09-15,0.0,31.6,20.4,80.0
2017-09-16,0.0,32.4,21.5,72.35
2017-09-17,0.0,33.4,22.5,71.45
2017-09-18,39.5,30.9,21.0,83.75
2017-09-19,7.2,32.5,22.9,78.05
2017-09-20,0.0,31.7,23.2,77.05
2017-09-21,4.0,25.8,22.0,87.5
2017-09-22,20.6,28.1,21.7,88.95
2017-09-23,2.6,31.3,21.5,73.0
2017-09-24,0.0,31.8,23.0,76.95
2017-09-25,0.0,31.7,23.2,74.3
2017-09-26,0.0,31.8,22.8,78.55
2017-09-27,0.9,31.7,23.3,80.55
2017-09-28,0.4,31.6,22.5,75.7
2017-09-29,0.0,31.5,22.6,79.2
2017-09-30,38.4,30.4,20.2,83.25
2017-10-01,0.0,30.5,22.2,77.1
2017-10-02,0.0,30.8,21.5,90.95
2017-10-03,41.1,29.1,20.0,83.85
2017-10-04,0.0,31.2,21.3,77.35
2017-10-05,0.0,31.6,21.5,78.4
2017-10-06,1.0,31.7,21.5,79.05
2017-10-07,0.1,31.2,20.8,80.5
2017-10-08,5.3,30.7,21.0,78.55
2017-10-09,0.0,30.7,21.5,79.25
2017-10-10,0.0,30.4,20.0,78.75
2017-10-11,51.5,31.0,18.9,80.35
2017-10-12,0.0,31.0,20.1,85.65
2017-10-13,3.4,30.7,20.3,82.7
2017-10-14,6.4,30.2,20.0,81.1
2017-10-15,0.0,29.2,20.6,80.4
2017-10-16,0.0,28.3,19.0,84.35
2017-10-17,0.0,29.1,17.5,76.7
2017-10-18,0.0,31.2,18.5,71.95
2017-10-19,0.0,29.9,16.3,70.45
2017-10-20,0.0,29.5,17.5,78.5
2017-10-21,0.0,29.0,19.0,80.7
2017-10-22,1.7,29.3,19.5,79.25
2017-10-23,10.0,28.2,19.5,83.9
2017-10-24,0.1,27.3,17.0,77.35
2017-10-25,0.0,27.2,16.4,79.0
2017-10-26,0.0,27.2,15.5,79.0
2017-10-27,0.0,26.0,15.0,79.9
2017-10-28,0.0,26.4,17.3,79.9
2017-10-29,0.0,27.5,14.7,73.25
2017-10-30,0.0,26.2,13.0,69.7
2017-10-31,0.0,22.7,15.8,80.75
2017-11-01,0.0,25.1,13.5,81.1
2017-11-02,0.0,26.1,14.0,76.15
2017-11-03,0.0,27.3,14.0,75.7
2017-11-04,0.0,27.4,14.4,73.4
2017-11-05,0.0,27.0,13.0,72.1
2017-11-06,0.0,26.8,14.1,74.15
2017-11-07,0.0,27.5,14.7,74.5
2017-11-08,0.0,27.4,13.8,73.15
2017-11-09,0.0,26.5,13.0,74.5
2017-11-10,0.0,26.2,12.5,73.05
2017-11-11,0.0,26.0,13.0,75.35
2017-11-12,0.0,26.0,13.0,76.25
2017-11-13,0.0,25.2,13.7,80.6
2017-11-14,0.0,25.0,13.4,74.45
2017-11-15,0.0,26.0,12.3,76.2
2017-11-16,0.0,25.1,12.0,78.5
2017-11-17,0.6,26.0,13.5,77.3
2017-11-18,0.0,26.5,13.5,75.9
2017-11-19,0.0,26.0,13.9,77.95
2017-11-20,0.0,25.9,12.9,70.5
2017-11-21,0.0,25.2,11.7,72.65
2017-11-22,0.0,24.5,12.3,80.75
2017-11-23,0.0,24.2,10.6,79.2
2017-11-24,0.0,23.5,10.7,78.8
2017-11-25,0.0,23.7,11.0,76.25
2017-11-26,0.0,23.6,10.4,79.0
2017-11-27,0.0,23.0,10.7,82.1
2017-11-28,0.0,22.6,11.0,76.15
2017-11-29,0.0,21.5,10.0,79.8
2017-11-30,0.0,21.7,9.0,79.6
2017-12-01,0.0,22.3,9.5,78.85
2017-12-02,0.0,23.5,9.1,75.2
2017-12-03,0.0,23.0,9.2,74.7
2017-12-04,0.0,21.7,10.6,81.2
2017-12-05,0.0,19.4,10.2,82.85
2017-12-06,0.0,24.5,13.0,74.05
2017-12-07,0.0,24.3,12.3,80.25
2017-12-08,0.0,24.5,12.5,78.1
2017-12-09,0.0,25.5,12.4,73.55
2017-12-10,0.0,25.0,10.0,73.3
2017-12-11,0.0,24.9,10.5,77.25
2017-12-12,0.0,23.4,10.2,82.45
2017-12-13,0.0,24.0,10.0,77.7
2017-12-14,0.0,23.4,9.1,77.1
2017-12-15,0.0,23.5,7.8,74.1
2017-12-16,0.0,21.7,7.7,80.1
2017-12-17,0.0,21.4,7.4,80.65
2017-12-18,0.0,22.0,9.0,79.75
2017-12-19,0.0,22.6,9.5,72.75
2017-12-20,0.0,22.1,9.2,77.25
2017-12-21,0.0,22.9,8.5,78.45
2017-12-22,0.0,22.5,9.0,77.45
2017-12-23,0.0,21.6,8.3,81.1
2017-12-24,0.0,22.8,12.0,72.5
2017-12-25,0.0,22.2,8.3,73.6
2017-12-26,0.0,22.6,8.0,77.2
2017-12-27,0.0,23.9,7.5,71.75
2017-12-28,0.0,23.6,7.0,69.45
2017-12-29,0.0,22.7,6.5,72.2
2017-12-30,0.0,22.6,6.8,75.05
2017-12-31,0.0,22.5,7.0,70.05
2018-01-01,0.0,22.5,7.6,67.35
2018-01-02,0.0,22.4,7.6,63.55
2018-01-03,0.0,21.3,5.0,65.6
2018-01-04,0.0,21.4,5.8,60.35
2018-01-05,0.0,20.0,4.9,63.35
2018-01-06,0.0,19.8,4.5,68.85
2018-01-07,0.0,19.0,4.5,70.4
2018-01-08,0.0,18.3,4.0,66.35
2018-01-09,0.0,19.0,3.5,69.7
2018-01-10,0.0,19.5,4.7,71.6
2018-01-11,0.0,20.0,5.3,72.35
2018-01-12,0.0,21.5,5.5,68.85
2018-01-13,0.0,21.6,8.0,69.5
2018-01-14,0.0,19.0,7.6,76.25
2018-01-15,0.0,21.5,6.8,71.45
2018-01-16,0.0,21.0,7.0,70.15
2018-01-17,0.0,23.2,6.9,66.9
2018-01-18,0.0,22.7,8.0,66.45
2018-01-19,0.0,22.0,7.5,72.55
2018-01-20,0.0,22.0,7.2,72.3
2018-01-21,0.0,19.8,10.5,71.95
2018-01-22,0.0,24.0,8.4,66.25
2018-01-23,0.0,23.5,9.0,68.6
2018-01-24,0.6,19.5,11.4,85.45
2018-01-25,0.8,19.6,5.0,76.15
2018-01-26,0.0,20.6,6.5,72.0
2018-01-27,0.0,19.3,7.8,78.75
2018-01-28,0.0,19.0,6.9,81.1
2018-01-29,0.0,16.9,9.2,77.15
2018-01-30,0.0,19.6,6.5,75.75
2018-01-31,0.0,17.0,6.7,80.6
2018-02-01,0.0,20.9,11.5,71.8
2018-02-02,0.0,21.7,8.3,72.85
2018-02-03,0.0,22.0,9.0,68.85
2018-02-04,0.0,23.6,9.2,74.55
2018-02-05,0.0,24.4,9.5,70.05
2018-02-06,0.0,22.4,12.3,77.4
2018-02-07,0.0,23.3,10.0,70.65
2018-02-08,0.0,24.7,8.0,65.35
2018-02-09,0.0,25.5,11.5,54.55
2018-02-10,0.0,25.1,8.3,59.95
2018-02-11,0.0,23.7,8.8,63.45
2018-02-12,0.0,22.0,11.4,67.9
2018-02-13,0.0,24.0,10.0,63.95
2018-02-14,0.0,25.5,10.2,68.2
2018-02-15,0.0,25.2,8.4,65.4
2018-02-16,0.0,24.7,12.4,68.8
2018-02-17,0.0,24.2,14.8,73.1
2018-02-18,0.0,24.3,11.5,69.1
2018-02-19,0.0,24.7,12.2,65.15
2018-02-20,0.0,24.2,11.4,66.45
2018-02-21,0.0,25.0,12.1,65.55
2018-02-22,0.0,24.1,13.4,84.7
2018-02-23,0.0,22.8,10.4,76.35
2018-02-24,0.0,24.8,12.0,71.9
2018-02-25,0.0,25.5,12.8,79.85
2018-02-26,0.0,27.0,10.8,62.05
2018-02-27,0.0,24.7,12.9,70.6
2018-02-28,0.0,26.0,16.5,73.4
2018-03-01,0.0,27.5,17.2,74.7
2018-03-02,6.1,26.0,15.5,77.2
2018-03-03,0.1,26.7,12.2,64.15
2018-03-04,0.0,28.5,14.0,62.4
2018-03-05,0.0,29.0,15.2,57.95
2018-03-06,0.0,28.2,12.3,47.4
2018-03-07,0.0,29.0,11.3,44.45
2018-03-08,0.0,28.0,13.8,58.2
2018-03-09,7.4,27.8,12.2,82.9
2018-03-10,20.2,27.0,11.7,66.45
2018-03-11,0.0,26.2,13.3,79.85
2018-03-12,4.6,23.8,13.0,77.0
2018-03-13,0.9,26.8,13.5,74.35
2018-03-14,0.0,28.0,16.7,69.6
2018-03-15,0.0,26.2,17.7,76.95
2018-03-16,6.5,27.2,11.0,52.15
2018-03-17,0.0,28.2,13.6,60.3
2018-03-18,0.8,28.6,12.5,46.1
2018-03-19,0.0,29.0,13.2,46.2
2018-03-20,0.0,29.9,14.5,51.4
2018-03-21,0.0,29.7,16.2,48.4
2018-03-22,0.0,30.5,17.2,38.25
2018-03-23,0.0,30.7,15.2,42.85
2018-03-24,0.0,31.0,15.3,42.45
2018-03-25,0.0,30.4,16.2,56.3
2018-03-26,0.0,31.0,14.0,51.05
2018-03-27,0.0,31.7,14.9,45.9
2018-03-28,0.0,29.5,16.2,62.05
2018-03-29,5.8,28.5,14.5,72.15
2018-03-30,0.7,26.6,14.4,70.65
2018-03-31,2.5,26.0,12.9,55.15
2018-04-01,0.0,29.0,13.9,48.4
2018-04-02,0.0,31.6,16.0,48.4
2018-04-03,0.0,31.5,18.0,72.3
2018-04-04,5.2,26.4,16.4,85.0
2018-04-05,31.6,29.0,14.5,65.45
2018-04-06,0.0,29.8,19.5,78.35
2018-04-07,3.8,25.3,18.5,73.2
2018-04-08,25.9,28.5,15.5,60.6
2018-04-09,0.0,28.5,16.9,73.65
2018-04-10,0.7,28.4,16.0,61.2
2018-04-11,12.9,28.2,16.7,87.5
2018-04-12,20.4,27.0,14.5,79.25
2018-04-13,8.4,29.5,14.5,65.0
2018-04-14,2.2,29.4,13.8,57.5
2018-04-15,0.0,30.7,16.5,54.55
2018-04-16,0.0,30.5,18.0,80.45
2018-04-17,25.3,29.4,18.0,91.2
2018-04-18,28.5,28.5,16.2,78.0
2018-04-19,4.7,28.5,17.4,89.85
2018-04-20,19.8,28.5,16.5,70.75
2018-04-21,0.0,31.1,16.4,71.45
2018-04-22,5.5,31.6,15.9,52.2
2018-04-23,0.0,31.4,17.0,46.95
2018-04-24,0.0,30.3,17.2,51.3
2018-04-25,0.0,29.3,17.6,57.25
2018-04-26,0.0,27.8,19.0,70.05
2018-04-27,1.8,29.5,16.5,63.8
2018-04-28,0.0,30.5,17.8,56.9
2018-04-29,21.6,24.4,17.6,92.05
2018-04-30,2.6,27.3,16.8,81.25
2018-05-01,1.2,29.2,17.6,64.45
2018-05-02,23.7,29.0,18.3,74.25
2018-05-03,11.3,24.5,16.8,78.25
2018-05-04,0.1,28.3,17.4,86.3
2018-05-05,13.6,28.0,18.1,86.05
2018-05-06,9.4,29.5,19.7,73.45
2018-05-07,0.5,30.7,19.8,70.15
2018-05-08,0.0,31.5,19.4,63.7
2018-05-09,11.4,30.5,14.5,54.05
2018-05-10,4.9,29.5,19.0,45.4
2018-05-11,0.0,30.5,16.0,53.45
2018-05-12,2.7,27.3,20.6,83.5
2018-05-13,32.7,26.6,19.4,87.55
2018-05-14,30.4,24.8,17.0,77.1
2018-05-15,0.0,30.2,18.5,61.5
2018-05-16,40.5,28.5,20.0,67.85
2018-05-17,20.7,25.3,18.6,86.65
2018-05-18,36.3,28.1,20.4,77.55
2018-05-19,0.0,28.0,20.5,82.5
2018-05-20,4.1,30.2,19.5,77.15
2018-05-21,0.0,31.6,22.0,68.2
2018-05-22,13.0,28.0,23.4,82.8
2018-05-23,1.0,31.4,23.0,80.9
2018-05-24,1.7,31.5,22.0,77.65
2018-05-25,6.4,32.0,22.5,77.55
2018-05-26,13.8,32.1,18.3,89.85
2018-05-27,49.4,31.5,19.3,85.2
2018-05-28,33.7,31.5,18.2,66.8
2018-05-29,0.7,29.6,18.6,68.55
2018-05-30,0.3,30.5,20.0,76.55
2018-05-31,73.7,30.5,20.0,75.5
2018-06-01,41.3,29.0,19.0,81.8
2018-06-02,1.7,29.6,19.6,72.45
2018-06-03,2.9,32.0,21.0,66.3
2018-06-04,0.0,32.9,23.0,61.15
2018-06-05,1.0,32.0,22.5,64.85
2018-06-06,0.0,33.0,22.5,72.3
2018-06-07,0.0,32.3,24.5,74.75
2018-06-08,26.3,29.7,22.0,81.35
2018-06-09,0.0,33.3,23.2,63.55
2018-06-10,0.0,32.8,23.0,73.75
2018-06-11,0.3,32.8,23.2,77.65
2018-06-12,5.7,32.2,22.0,75.65
2018-06-13,0.4,32.2,23.2,87.15
2018-06-14,3.1,31.7,21.3,71.5
2018-06-15,12.9,29.5,22.2,91.45
2018-06-16,29.5,25.1,22.1,87.7
2018-06-17,8.0,30.5,21.8,87.45
2018-06-18,1.2,31.8,21.3,69.95
2018-06-19,13.4,33.0,22.2,71.35
2018-06-20,12.8,33.2,20.4,78.6
2018-06-21,49.0,32.5,20.2,74.7
2018-06-22,14.0,32.3,21.4,81.75
2018-06-23,2.8,31.7,22.4,81.4
2018-06-24,33.2,32.0,21.6,80.6
2018-06-25,67.5,31.4,22.5,83.0
2018-06-26,29.2,30.3,21.8,80.05
2018-06-27,8.2,32.3,22.7,72.6
2018-06-28,1.2,31.8,23.2,73.75
2018-06-29,0.0,29.8,23.3,74.6
2018-06-30,0.2,29.3,22.7,80.3
2018-07-01,62.0,24.7,21.7,92.6
2018-07-02,9.6,24.3,22.5,96.05
2018-07-03,75.7,29.0,22.0,86.05
2018-07-04,63.5,32.0,22.0,75.95
2018-07-05,58.7,31.3,21.8,76.85
2018-07-06,3.2,33.3,23.7,77.75
2018-07-07,3.6,32.5,23.6,78.4
2018-07-08,23.6,31.2,22.9,79.8
2018-07-09,70.0,29.5,22.2,85.95
2018-07-10,32.0,31.4,22.5,81.25
2018-07-11,19.7,31.2,22.3,77.75
2018-07-12,11.5,30.0,22.7,82.35
2018-07-13,22.6,32.1,22.3,76.4
2018-07-14,12.7,32.2,22.8,80.9
2018-07-15,0.0,32.4,23.8,68.5
2018-07-16,26.0,32.2,22.9,78.45
2018-07-17,0.0,33.8,24.4,74.3
2018-07-18,12.5,31.7,24.0,81.65
2018-07-19,0.0,33.3,24.4,73.95
2018-07-20,0.0,34.5,23.4,66.25
2018-07-21,43.5,31.9,22.8,86.15
2018-07-22,1.8,30.7,23.4,73.85
2018-07-23,29.2,30.7,23.0,82.1
2018-07-24,0.0,32.7,23.3,83.95
2018-07-25,10.5,32.5,23.5,93.45
2018-07-26,36.5,28.8,23.4,84.6
2018-07-27,7.0,31.2,23.5,94.15
2018-07-28,25.0,32.1,23.4,83.55
2018-07-29,0.0,32.3,23.0,87.7
2018-07-30,36.2,29.5,23.0,83.95
2018-07-31,6.2,31.2,23.4,81.9
2018-08-01,3.9,30.2,23.0,92.75
2018-08-02,23.2,31.0,22.4,87.4
2018-08-03,13.0,30.5,22.4,84.25
2018-08-04,2.5,28.7,23.5,89.55
2018-08-05,60.2,30.1,22.4,86.2
2018-08-06,26.0,30.0,22.5,92.6
2018-08-07,2.7,32.6,22.2,76.9
2018-08-08,24.3,32.3,22.3,74.0
2018-08-09,0.3,32.4,23.0,76.55
2018-08-10,13.1,32.3,22.8,89.9
2018-08-11,43.0,27.5,21.6,87.35
2018-08-12,1.1,28.5,23.3,85.6
2018-08-13,5.0,30.5,22.9,86.95
2018-08-14,40.5,31.4,22.5,82.45
2018-08-15,41.0,32.3,22.4,82.3
2018-08-16,11.5,33.5,22.5,73.8
2018-08-17,17.7,32.2,23.2,76.4
2018-08-18,3.0,32.6,23.2,81.5
2018-08-19,29.8,32.5,21.5,72.8
2018-08-20,0.0,33.1,24.5,80.1
2018-08-21,23.0,32.5,23.5,82.3
2018-08-22,15.7,32.3,22.8,79.15
2018-08-23,9.5,31.4,23.4,82.15
2018-08-24,43.5,29.5,23.0,92.2
2018-08-25,21.0,27.3,23.0,86.85
2018-08-26,5.8,32.0,22.6,76.6
2018-08-27,1.1,33.0,23.5,79.35
2018-08-28,7.6,29.7,22.5,90.3
2018-08-29,10.0,31.0,22.0,87.2
2018-08-30,2.9,29.5,22.5,94.8
2018-08-31,98.5,30.4,22.0,97.45
2018-09-01,14.0,32.9,22.6,77.1
2018-09-02,0.0,30.0,23.5,89.55
2018-09-03,74.5,31.3,21.5,81.6
2018-09-04,0.0,32.2,23.2,74.9
2018-09-05,0.0,32.4,23.4,77.5
2018-09-06,6.1,31.5,23.5,83.5
2018-09-07,7.2,32.5,22.0,76.0
2018-09-08,0.0,31.7,24.1,81.3
2018-09-09,0.0,32.0,23.4,84.95
2018-09-10,21.6,27.0,22.3,96.45
2018-09-11,140.0,24.5,20.8,94.6
2018-09-12,6.4,26.0,21.2,92.25
2018-09-13,11.2,30.4,21.0,91.75
2018-09-14,11.3,30.5,21.2,87.6
2018-09-15,49.0,31.0,21.4,86.8
2018-09-16,71.2,30.0,20.2,84.75
2018-09-17,0.5,31.4,21.0,72.65
2018-09-18,0.0,31.5,21.0,71.6
2018-09-19,0.0,32.0,21.1,72.7
2018-09-20,0.0,32.5,20.7,67.65
2018-09-21,60.0,24.7,20.5,92.9
2018-09-22,3.0,27.5,21.0,84.15
2018-09-23,0.0,30.5,20.3,76.05
2018-09-24,0.0,30.7,22.4,83.25
2018-09-25,14.6,31.1,22.3,84.6
2018-09-26,0.0,30.7,22.1,80.8
2018-09-27,0.0,30.7,21.5,76.1
2018-09-28,0.0,31.0,22.0,77.7
2018-09-29,0.0,31.4,22.5,78.05
2018-09-30,0.0,31.3,22.8,84.15
2018-10-01,6.4,31.1,21.7,78.3
2018-10-02,0.0,30.0,19.8,85.6
2018-10-03,34.8,29.0,19.9,90.85
2018-10-04,11.5,28.6,19.5,79.8
2018-10-05,0.0,28.9,17.5,78.6
2018-10-06,0.0,29.2,17.4,76.1
2018-10-07,0.0,28.2,16.3,81.9
2018-10-08,0.0,27.3,13.5,68.75
2018-10-09,0.0,28.0,15.5,74.5
2018-10-10,0.0,28.4,18.0,81.95
2018-10-11,0.0,28.7,17.7,77.3
2018-10-12,0.0,28.7,16.3,84.25
2018-10-13,0.0,27.5,17.2,81.2
2018-10-14,0.0,28.5,17.9,77.1
2018-10-15,0.0,27.7,17.2,76.5
2018-10-16,0.0,27.5,18.0,77.35
2018-10-17,0.0,27.0,18.3,80.65
2018-10-18,0.0,27.3,17.4,78.7
2018-10-19,0.0,27.0,15.7,92.25
2018-10-20,0.0,27.5,16.0,80.65
2018-10-21,0.0,27.5,16.4,78.15
2018-10-22,4.7,26.7,16.8,79.7
2018-10-23,0.0,26.7,15.8,70.9
2018-10-24,0.0,26.0,13.2,67.35
2018-10-25,0.0,25.7,12.8,68.8
2018-10-26,0.0,26.1,11.8,68.7
2018-10-27,0.0,26.5,12.7,67.25
2018-10-28,0.0,26.5,12.2,70.2
2018-10-29,0.0,25.9,12.8,72.35
2018-10-30,0.0,27.0,12.8,74.7
2018-10-31,0.0,27.9,13.5,73.9
2018-11-01,0.0,27.2,13.6,72.35
2018-11-02,0.0,26.7,14.4,78.15
2018-11-03,0.0,26.2,14.4,74.2
2018-11-04,0.0,24.2,12.8,79.25
2018-11-05,0.0,25.2,12.4,76.5
2018-11-06,0.0,25.5,11.5,69.9
2018-11-07,0.0,25.0,11.7,71.8
2018-11-08,0.0,24.8,10.5,75.6
2018-11-09,0.0,24.5,11.0,76.55
2018-11-10,0.0,25.0,12.0,77.85
2018-11-11,0.0,24.6,11.7,77.85
2018-11-12,0.0,24.5,12.8,78.75
2018-11-13,0.0,24.2,13.7,89.05
2018-11-14,0.0,24.0,12.3,80.1
2018-11-15,0.0,24.0,12.4,82.4
2018-11-16,0.0,23.8,11.7,81.15
2018-11-17,0.6,23.4,13.1,80.55
2018-11-18,0.0,22.7,13.0,80.6
2018-11-19,0.0,22.5,11.5,81.25
2018-11-20,0.0,22.3,10.6,84.2
2018-11-21,0.0,22.0,11.5,83.95
2018-11-22,0.0,23.8,14.0,83.7
2018-11-23,0.0,24.3,10.8,84.55
2018-11-24,0.0,23.5,10.8,81.3
2018-11-25,0.0,25.4,11.3,76.5
2018-11-26,0.0,24.0,9.5,74.1
2018-11-27,0.0,23.8,10.7,81.55
2018-11-28,0.0,24.0,11.5,84.35
2018-11-29,0.0,24.0,12.2,79.5
2018-11-30,0.0,22.9,12.5,82.75
2018-12-01,0.0,21.7,12.3,85.0
2018-12-02,0.0,22.4,13.0,85.45
2018-12-03,0.0,21.9,10.1,84.25
2018-12-04,0.0,21.5,10.7,84.9
2018-12-05,0.0,21.5,9.9,79.45
2018-12-06,0.0,22.0,12.4,85.0
2018-12-07,0.0,21.1,10.2,80.65
2018-12-08,0.0,20.7,9.2,83.8
2018-12-09,0.0,21.0,9.2,84.45
2018-12-10,0.0,21.7,8.4,75.7
2018-12-11,0.0,22.1,7.5,70.5
2018-12-12,0.0,20.9,6.4,68.65
2018-12-13,0.0,22.5,9.2,67.0
2018-12-14,0.0,22.4,8.5,69.1
2018-12-15,0.0,22.0,6.7,68.8
2018-12-16,0.0,21.8,6.7,69.35
2018-12-17,0.0,20.1,6.5,72.0
2018-12-18,0.0,20.3,8.8,72.75
2018-12-19,0.0,20.2,10.0,76.55
2018-12-20,0.0,19.3,7.5,85.6
2018-12-21,0.0,18.8,11.4,84.75
2018-12-22,0.0,18.0,8.7,81.45
2018-12-23,0.0,20.9,6.4,74.1
2018-12-24,0.0,20.7,6.5,75.7
2018-12-25,0.0,20.4,6.5,81.15
2018-12-26,0.0,19.0,6.5,74.95
2018-12-27,0.0,19.3,7.0,70.45
2018-12-28,0.0,18.7,6.1,77.55
2018-12-29,0.0,19.3,4.4,74.95
2018-12-30,0.0,20.8,4.0,75.35
2018-12-31,0.0,20.6,4.5,69.3
2019-01-01,0.0,20.0,5.3,73.05
2019-01-02,0.0,19.0,5.4,73.35
2019-01-03,0.0,19.3,4.8,66.85
2019-01-04,0.0,19.0,5.0,68.3
2019-01-05,0.0,19.3,5.4,74.5
2019-01-06,0.0,21.0,5.9,72.35
2019-01-07,0.0,18.9,10.0,63.5
2019-01-08,0.0,21.2,5.3,67.25
2019-01-09,0.0,22.0,7.5,70.35
2019-01-10,0.0,19.9,7.8,69.9
2019-01-11,0.0,20.0,7.5,71.95
2019-01-12,0.0,19.8,6.8,75.35
2019-01-13,0.0,21.0,6.9,75.25
2019-01-14,0.0,20.8,6.4,71.95
2019-01-15,0.0,20.2,6.4,75.4
2019-01-16,0.0,19.5,6.7,80.55
2019-01-17,0.0,21.5,8.0,74.5
2019-01-18,0.0,21.0,6.3,72.05
2019-01-19,0.0,21.4,7.7,68.85
2019-01-20,0.0,21.9,7.7,67.45
2019-01-21,0.0,22.1,8.0,69.25
2019-01-22,0.0,20.1,10.2,64.7
2019-01-23,4.1,18.0,10.0,79.6
2019-01-24,1.0,21.3,5.8,71.6
2019-01-25,0.0,20.5,7.1,72.0
2019-01-26,28.0,18.4,8.4,80.9
2019-01-27,1.7,21.5,8.7,75.95
2019-01-28,0.0,21.5,8.2,66.3
2019-01-29,0.0,20.7,5.0,64.3
2019-01-30,0.0,20.5,4.7,65.15
2019-01-31,0.0,20.5,7.7,69.45
2019-02-01,0.0,22.2,10.0,62.9
2019-02-02,0.0,22.9,7.7,67.75
2019-02-03,0.0,23.1,7.7,66.9
2019-02-04,0.0,23.4,8.8,68.95
2019-02-05,0.0,22.7,9.5,73.6
2019-02-06,5.5,22.0,9.8,75.1
2019-02-07,22.8,13.8,12.5,94.6
2019-02-08,35.7,18.9,10.6,84.55
2019-02-09,0.0,19.0,7.2,71.6
2019-02-10,0.0,20.3,5.0,66.15
2019-02-11,0.0,21.5,8.7,71.95
2019-02-12,0.0,22.5,8.7,69.6
2019-02-13,0.0,23.5,9.9,73.75
2019-02-14,0.0,20.2,11.9,82.25
2019-02-15,0.5,22.0,11.5,81.8
2019-02-16,19.2,23.2,9.7,82.9
2019-02-17,0.0,21.4,7.7,79.1
2019-02-18,1.6,22.9,10.2,79.6
2019-02-19,9.3,20.9,12.5,80.4
2019-02-20,0.0,24.0,11.0,73.2
2019-02-21,0.0,25.0,10.8,67.65
2019-02-22,0.0,26.4,13.3,71.9
2019-02-23,0.0,26.2,13.5,69.4
2019-02-24,0.0,22.0,12.5,73.7
2019-02-25,0.1,24.9,11.0,63.1
2019-02-26,0.0,23.4,11.0,55.95
2019-02-27,8.2,15.0,10.0,79.85
2019-02-28,10.6,17.3,8.7,72.95
2019-03-01,10.2,21.5,6.0,59.35
2019-03-02,0.0,21.6,8.3,68.2
2019-03-03,0.9,21.3,11.9,80.5
2019-03-04,0.8,24.5,10.7,76.2
2019-03-05,5.9,23.0,11.3,79.25
2019-03-06,0.2,23.9,8.2,69.35
2019-03-07,0.0,24.4,11.9,64.85
2019-03-08,0.0,24.2,11.2,79.65
2019-03-09,8.4,24.5,10.7,74.8
2019-03-10,0.5,26.0,11.4,65.7
2019-03-11,0.0,26.8,12.5,65.3
2019-03-12,0.0,28.5,13.3,50.9
2019-03-13,0.0,29.6,13.5,44.95
2019-03-14,0.0,29.0,16.5,56.45
2019-03-15,0.0,29.3,14.0,50.45
2019-03-16,0.0,28.8,13.3,43.45
2019-03-17,0.0,27.6,14.3,48.3
2019-03-18,0.0,27.2,14.3,55.4
2019-03-19,0.0,26.2,12.7,69.95
2019-03-20,0.7,26.4,11.2,62.9
2019-03-21,4.4,28.0,12.0,63.4
2019-03-22,0.0,29.3,13.4,49.05
2019-03-23,0.0,29.3,13.5,45.55
2019-03-24,0.0,29.3,14.3,57.65
2019-03-25,0.0,27.8,16.0,66.4
2019-03-26,0.8,24.0,14.6,86.25
2019-03-27,14.4,25.7,10.5,61.2
2019-03-28,0.0,28.0,12.7,58.6
2019-03-29,0.0,27.9,16.9,70.25
2019-03-30,13.9,24.5,17.6,94.95
2019-03-31,30.1,28.2,16.2,84.75
2019-04-01,7.7,28.2,12.5,60.5
2019-04-02,0.0,28.5,14.8,52.3
2019-04-03,0.0,28.7,17.3,63.15
2019-04-04,0.2,25.5,18.7,75.85
2019-04-05,6.6,23.3,18.5,88.45
2019-04-06,5.0,22.2,18.4,89.85
2019-04-07,7.0,25.7,16.4,85.95
2019-04-08,0.7,27.3,14.0,64.05
2019-04-09,0.0,25.8,17.5,69.35
2019-04-10,0.0,27.7,17.2,72.95
2019-04-11,0.2,29.0,19.8,74.35
2019-04-12,0.0,30.0,20.2,69.4
2019-04-13,0.4,30.4,19.2,85.5
2019-04-14,6.0,29.8,18.0,80.0
2019-04-15,19.4,30.0,17.5,85.5
2019-04-16,15.8,30.7,18.0,76.8
2019-04-17,18.3,25.0,16.0,81.2
2019-04-18,0.5,29.5,14.3,59.95
2019-04-19,0.0,30.2,15.7,56.1
2019-04-20,0.0,29.1,15.2,51.35
2019-04-21,0.0,29.0,18.0,69.8
2019-04-22,1.0,29.5,17.2,63.2
2019-04-23,6.6,28.8,17.6,66.75
2019-04-24,0.0,30.4,18.0,61.55
2019-04-25,0.0,31.4,19.7,64.95
2019-04-26,10.5,30.8,19.6,73.9
2019-04-27,2.0,30.5,19.5,87.75
2019-04-28,18.0,31.6,18.3,71.15
