Time,Precipitation(mm)
2016-12-18 03:00,0.0
2016-12-19 03:00,0.0
2016-12-20 03:00,0.0
2016-12-21 03:00,0.0
2016-12-22 03:00,0.0
2016-12-23 03:00,0.0
2016-12-24 03:00,0.0
2016-12-25 03:00,0.0
2016-12-26 03:00,0.0
2016-12-27 03:00,0.0
2016-12-28 03:00,0.0
2016-12-29 03:00,0.0
2016-12-30 03:00,0.0
2016-12-31 03:00,0.0
2017-01-01 03:00,0.0
2017-01-02 03:00,0.0
2017-01-03 03:00,0.0
2017-01-04 03:00,0.0
2017-01-05 03:00,0.0
2017-01-06 03:00,0.0
2017-01-07 03:00,0.0
2017-01-08 03:00,0.0
2017-01-09 03:00,0.0
2017-01-10 03:00,0.0
2017-01-11 03:00,2.6
2017-01-12 03:00,0.0
2017-01-13 03:00,0.0
2017-01-14 03:00,0.0
2017-01-15 03:00,0.0
2017-01-16 03:00,0.0
2017-01-17 03:00,0.0
2017-01-18 03:00,0.0
2017-01-19 03:00,0.0
2017-01-20 03:00,0.0
2017-01-21 03:00,0.0
2017-01-22 03:00,0.0
2017-01-23 03:00,0.0
2017-01-24 03:00,0.0
2017-01-25 03:00,0.0
2017-01-26 03:00,0.0
2017-01-27 03:00,0.0
2017-01-28 03:00,6.4
2017-01-29 03:00,0.0
2017-01-30 03:00,0.0
2017-01-31 03:00,0.0
2017-02-01 03:00,0.0
2017-02-02 03:00,0.0
2017-02-03 03:00,0.0
2017-02-04 03:00,0.0
2017-02-05 03:00,0.0
2017-02-06 03:00,0.0
2017-02-07 03:00,0.0
2017-02-08 03:00,0.0
2017-02-09 03:00,0.0
2017-02-10 03:00,0.0
2017-02-11 03:00,0.0
2017-02-12 03:00,0.0
2017-02-13 03:00,0.0
2017-02-14 03:00,0.0
2017-02-15 03:00,0.0
2017-02-16 03:00,0.0
2017-02-17 03:00,0.0
2017-02-18 03:00,0.0
2017-02-19 03:00,0.0
2017-02-20 03:00,0.0
2017-02-21 03:00,0.0
2017-02-22 03:00,0.0
2017-02-23 03:00,0.0
2017-02-24 03:00,0.0
2017-02-25 03:00,0.0
2017-02-26 03:00,0.0
2017-02-27 03:00,0.0
2017-02-28 03:00,0.0
2017-03-01 03:00,0.0
2017-03-02 03:00,0.0
2017-03-03 03:00,0.0
2017-03-04 03:00,0.0
2017-03-05 03:00,0.0
2017-03-06 03:00,0.0
2017-03-07 03:00,0.0
2017-03-08 03:00,0.0
2017-03-09 03:00,4.0
2017-03-10 03:00,4.6
2017-03-11 03:00,38.4
2017-03-12 03:00,6.0
2017-03-13 03:00,0.0
2017-03-14 03:00,0.0
2017-03-15 03:00,0.0
2017-03-16 03:00,30.0
2017-03-17 03:00,0.0
2017-03-18 03:00,0.0
2017-03-19 03:00,0.0
2017-03-20 03:00,4.0
2017-03-21 03:00,0.0
2017-03-22 03:00,0.0
2017-03-23 03:00,0.0
2017-03-24 03:00,0.0
2017-03-25 03:00,0.0
2017-03-26 03:00,0.0
2017-03-27 03:00,4.2
2017-03-28 03:00,36.4
2017-03-29 03:00,16.8
2017-03-30 03:00,12.4
2017-03-31 03:00,0.0
2017-04-01 03:00,0.0
2017-04-02 03:00,30.0
2017-04-03 03:00,4.0
2017-04-04 03:00,10.2
2017-04-05 03:00,12.0
2017-04-06 03:00,2.4
2017-04-07 03:00,4.0
2017-04-08 03:00,2.2
2017-04-09 03:00,0.0
2017-04-10 03:00,0.0
2017-04-11 03:00,0.0
2017-04-12 03:00,0.0
2017-04-13 03:00,0.0
2017-04-14 03:00,0.0
2017-04-15 03:00,10.0
2017-04-16 03:00,0.0
2017-04-17 03:00,0.0
2017-04-18 03:00,0.0
2017-04-19 03:00,2.0
2017-04-20 03:00,4.0
2017-04-21 03:00,6.2
2017-04-22 03:00,46.0
2017-04-23 03:00,50.2
2017-04-24 03:00,6.8
2017-04-25 03:00,0.0
2017-04-26 03:00,0.0
2017-04-27 03:00,0.0
2017-04-28 03:00,4.0
2017-04-29 03:00,0.0
2017-04-30 03:00,10.0
2017-05-01 03:00,0.0
2017-05-02 03:00,0.0
2017-05-03 03:00,0.0
2017-05-04 03:00,40.2
2017-05-05 03:00,4.0
2017-05-06 03:00,0.0
2017-05-07 03:00,2.0
2017-05-08 03:00,0.0
2017-05-09 03:00,2.8
2017-05-10 03:00,0.0
2017-05-11 03:00,0.0
2017-05-12 03:00,42.0
2017-05-13 03:00,0.0
2017-05-14 03:00,0.0
2017-05-15 03:00,0.0
2017-05-16 03:00,2.2
2017-05-17 03:00,4.2
2017-05-18 03:00,0.0
2017-05-19 03:00,16.8
2017-05-20 03:00,0.0
2017-05-21 03:00,32.4
2017-05-22 03:00,4.0
2017-05-23 03:00,10.2
2017-05-24 03:00,4.8
2017-05-25 03:00,0.0
2017-05-26 03:00,4.2
2017-05-27 03:00,0.0
2017-05-28 03:00,0.0
2017-05-29 03:00,10.0
2017-05-30 03:00,6.0
2017-05-31 03:00,2.2
2017-06-01 03:00,6.8
2017-06-02 03:00,38.0
2017-06-03 03:00,10.2
2017-06-04 03:00,0.0
2017-06-05 03:00,12.0
2017-06-06 03:00,30.8
2017-06-07 03:00,2.6
2017-06-08 03:00,0.0
2017-06-09 03:00,10.0
2017-06-10 03:00,0.0
2017-06-11 03:00,0.0
2017-06-12 03:00,0.0
2017-06-13 03:00,26.4
2017-06-14 03:00,2.0
2017-06-15 03:00,2.2
2017-06-16 03:00,80.0
2017-06-17 03:00,0.0
2017-06-18 03:00,30.8
2017-06-19 03:00,16.6
2017-06-20 03:00,18.0
2017-06-21 03:00,12.0
2017-06-22 03:00,2.0
2017-06-23 03:00,16.4
2017-06-24 03:00,0.0
2017-06-25 03:00,0.0
2017-06-26 03:00,0.0
2017-06-27 03:00,140.0
2017-06-28 03:00,8.2
2017-06-29 03:00,16.0
2017-06-30 03:00,90.0
2017-07-01 03:00,130.0
2017-07-02 03:00,140.0
2017-07-03 03:00,70.8
2017-07-04 03:00,10.6
2017-07-05 03:00,42.0
2017-07-06 03:00,16.2
2017-07-07 03:00,26.4
2017-07-08 03:00,0.0
2017-07-09 03:00,100.6
2017-07-10 03:00,140.0
2017-07-11 03:00,16.8
2017-07-12 03:00,46.0
2017-07-13 03:00,0.0
2017-07-14 03:00,0.0
2017-07-15 03:00,12.8
2017-07-16 03:00,4.6
2017-07-17 03:00,20.4
