,Time,Pokhara Airport,Lumle,Begnas,Lamachour
0,2015-12-31,3727.2,4688.5,3008.3,3865.6
1,2016-12-31,3517.9,5145.6,3458.3,4504.6
2,2017-12-31,3743.3,5030.4,3065.2,4586.4
3,2018-12-31,2999.7,5055.0,3205.8,3835.2
4,2019-12-31,3102.1,5160.2,2580.6,3664.7
5,2020-12-31,5454.26,6226.43,5789.918333327,5262.766666667
6,2021-12-31,5216.66,5627.01,4876.6,4741.57
7,2022-12-31,2007.17,2708.2400000000002,2056.2,2328.8
