Time,Pokhara Airport,Lumle,Begnas
07/10/2016 03:00:00,70,154.2,21.4
07/11/2016 03:00:00,15.7,39,26.2
07/12/2016 03:00:00,17.4,60,2.6
07/13/2016 03:00:00,4.9,83.5,0
07/14/2016 03:00:00,5.3,17.5,48.2
07/15/2016 03:00:00,7.2,49.8,0
07/16/2016 03:00:00,45,88.9,32
07/17/2016 03:00:00,26.1,22.2,12
07/18/2016 03:00:00,30.8,28,28.8
07/19/2016 03:00:00,0,22.5,2.2
07/20/2016 03:00:00,29,85.5,5.4
07/21/2016 03:00:00,35.2,40.2,74.3
07/22/2016 03:00:00,25.6,97.2,27.8
07/23/2016 03:00:00,41.1,3,41.6
07/24/2016 03:00:00,6.3,48.4,1.6
07/25/2016 03:00:00,35.1,132,134.3
07/26/2016 03:00:00,222.9,216.5,146.6
07/27/2016 03:00:00,56.4,56.7,47.8
07/28/2016 03:00:00,1.6,19,25
07/29/2016 03:00:00,9.7,27,8.2
07/30/2016 03:00:00,0.6,1.5,9.8
07/31/2016 03:00:00,3.5,20,8.2
08/01/2016 03:00:00,8.7,12.7,11.2
08/02/2016 03:00:00,1.2,4.5,1.6
08/03/2016 03:00:00,0.5,9.7,0
08/04/2016 03:00:00,0.9,20.4,0
08/05/2016 03:00:00,3.5,0,0
08/06/2016 03:00:00,33.2,43,14.4
08/07/2016 03:00:00,0.9,4,0
08/08/2016 03:00:00,1.1,24.8,3.5
08/09/2016 03:00:00,0.5,9,10.2
08/10/2016 03:00:00,4,10.5,58.3
08/11/2016 03:00:00,5,18.2,7
08/12/2016 03:00:00,19,10,0
08/13/2016 03:00:00,1.1,7.4,0
08/14/2016 03:00:00,5.8,41.5,4
08/15/2016 03:00:00,11,62.5,9.3
08/16/2016 03:00:00,30.8,20.5,7.2
08/17/2016 03:00:00,62.6,53.7,15.4
08/18/2016 03:00:00,0.7,24.6,0
08/19/2016 03:00:00,3.4,19.5,2
08/20/2016 03:00:00,0,27.5,6.7
08/21/2016 03:00:00,0,3.7,0
08/22/2016 03:00:00,41,3.4,5
08/23/2016 03:00:00,0,0,0
08/24/2016 03:00:00,0,0,2.2
08/25/2016 03:00:00,2.3,0,0
08/26/2016 03:00:00,12.8,79,0
08/27/2016 03:00:00,0,1.3,0
08/28/2016 03:00:00,0,0,13.2
08/29/2016 03:00:00,30.5,11,48.8
08/30/2016 03:00:00,65.5,12,47.3
08/31/2016 03:00:00,35.6,19.2,10.2
09/01/2016 03:00:00,83.5,44.5,10.5
09/02/2016 03:00:00,50.9,30.5,150.3
09/03/2016 03:00:00,87,23.2,238.4
09/04/2016 03:00:00,55,154,43.6
09/05/2016 03:00:00,0.4,0,0
09/06/2016 03:00:00,0,0,0
09/07/2016 03:00:00,40.5,8,20.2
09/08/2016 03:00:00,106.1,140.4,107.3
09/09/2016 03:00:00,19.6,23.5,18.7
09/10/2016 03:00:00,51.9,38.2,2
09/11/2016 03:00:00,13.7,85.5,4.8
09/12/2016 03:00:00,4.8,4.2,15
09/13/2016 03:00:00,19.1,8.2,27.2
09/14/2016 03:00:00,1.2,9.4,1
09/15/2016 03:00:00,0,4.6,0
09/16/2016 03:00:00,1.1,23,0
09/17/2016 03:00:00,99.9,81.1,51.8
09/18/2016 03:00:00,274.2,84.8,89.6
09/19/2016 03:00:00,0,1,0
09/20/2016 03:00:00,16.1,82.4,10
09/21/2016 03:00:00,14.5,166.2,4.2
09/22/2016 03:00:00,0.4,42.9,8.4
09/23/2016 03:00:00,2.1,2.5,0
09/24/2016 03:00:00,26.9,11.2,57.8
09/25/2016 03:00:00,0,0,0
09/26/2016 03:00:00,0.5,66.4,0
09/27/2016 03:00:00,0,15.5,0
09/28/2016 03:00:00,0,88.4,0
09/29/2016 03:00:00,2.6,16.5,5.2
09/30/2016 03:00:00,0,0,0
10/01/2016 03:00:00,0,11,0
10/02/2016 03:00:00,42.2,45.3,0
10/03/2016 03:00:00,60.5,27.5,24
10/04/2016 03:00:00,87.1,2.5,43.2
10/05/2016 03:00:00,0.5,5.2,3
10/06/2016 03:00:00,23.4,28.2,67.2
10/07/2016 03:00:00,6.5,4.2,0
10/08/2016 03:00:00,0,64.7,10.9
10/09/2016 03:00:00,57.3,15.2,3.4
10/10/2016 03:00:00,1.4,12.4,0
10/11/2016 03:00:00,55.1,2.5,0
10/12/2016 03:00:00,0,0,0
10/13/2016 03:00:00,0,27.2,0
