,Time,Pokhara Airport,Lumle,Begnas,Lamachour
383,2016-01-19 03:00:00,0.0,0.0,0.0,0.0
384,2016-01-20 03:00:00,0.0,0.0,1.5,0.0
385,2016-01-21 03:00:00,2.1,4.5,5.2,0.0
386,2016-01-22 03:00:00,0.1,0.0,0.0,0.0
387,2016-01-23 03:00:00,0.0,0.0,0.0,0.0
388,2016-01-24 03:00:00,0.0,0.0,0.0,0.0
389,2016-01-25 03:00:00,0.0,0.0,0.0,0.0
390,2016-01-26 03:00:00,0.0,0.0,0.0,0.0
391,2016-01-27 03:00:00,0.0,2.8,0.0,0.0
392,2016-01-28 03:00:00,0.0,0.0,0.0,0.0
393,2016-01-29 03:00:00,0.0,0.0,0.0,0.0
394,2016-01-30 03:00:00,0.0,0.0,0.0,0.0
395,2016-01-31 03:00:00,0.0,0.0,0.0,0.0
396,2016-02-01 03:00:00,0.0,0.0,0.0,0.0
397,2016-02-02 03:00:00,0.0,0.0,0.0,0.0
398,2016-02-03 03:00:00,0.0,0.0,0.0,0.0
399,2016-02-04 03:00:00,0.0,0.0,0.0,0.0
400,2016-02-05 03:00:00,0.0,0.0,0.0,0.0
401,2016-02-06 03:00:00,0.0,0.0,0.0,0.0
402,2016-02-07 03:00:00,0.0,0.0,0.0,0.0
403,2016-02-08 03:00:00,0.1,1.2,0.0,0.0
404,2016-02-09 03:00:00,0.0,3.5,0.0,0.0
405,2016-02-10 03:00:00,0.0,0.0,0.0,0.0
406,2016-02-11 03:00:00,0.0,0.0,0.0,0.0
407,2016-02-12 03:00:00,0.0,0.0,0.0,0.0
408,2016-02-13 03:00:00,0.0,0.0,0.0,0.0
409,2016-02-14 03:00:00,0.0,0.0,0.0,0.0
410,2016-02-15 03:00:00,0.0,0.0,0.0,0.0
411,2016-02-16 03:00:00,0.0,0.0,0.0,0.0
412,2016-02-17 03:00:00,0.0,0.0,0.0,0.0
413,2016-02-18 03:00:00,0.0,0.0,0.0,0.0
414,2016-02-19 03:00:00,0.0,0.0,0.0,0.0
415,2016-02-20 03:00:00,0.0,0.0,0.0,0.0
416,2016-02-21 03:00:00,0.0,0.0,0.0,0.0
417,2016-02-22 03:00:00,0.0,0.0,0.0,0.0
418,2016-02-23 03:00:00,0.0,0.0,0.0,0.0
419,2016-02-24 03:00:00,0.0,0.0,0.0,0.0
420,2016-02-25 03:00:00,0.0,0.7,0.0,2.6
421,2016-02-26 03:00:00,0.0,0.0,0.0,0.0
422,2016-02-27 03:00:00,0.0,2.0,0.0,0.0
423,2016-02-28 03:00:00,0.0,3.7,0.0,0.0
424,2016-02-29 03:00:00,0.0,0.2,0.0,0.0
425,2016-03-01 03:00:00,0.0,0.0,0.0,0.0
426,2016-03-02 03:00:00,0.0,0.0,0.0,0.0
427,2016-03-03 03:00:00,3.8,2.0,0.0,0.0
428,2016-03-04 03:00:00,0.4,6.2,0.0,2.0
429,2016-03-05 03:00:00,3.4,2.4,0.0,2.6
430,2016-03-06 03:00:00,20.8,16.5,34.6,30.0
431,2016-03-07 03:00:00,8.1,1.0,2.6,0.0
432,2016-03-08 03:00:00,0.2,0.0,0.0,0.0
433,2016-03-09 03:00:00,0.0,0.0,3.0,0.0
434,2016-03-10 03:00:00,0.0,0.0,0.0,0.0
435,2016-03-11 03:00:00,0.0,0.0,0.0,0.0
436,2016-03-12 03:00:00,0.0,0.0,0.0,0.0
437,2016-03-13 03:00:00,0.0,0.0,0.0,0.0
438,2016-03-14 03:00:00,2.8,0.4,0.0,10.2
439,2016-03-15 03:00:00,1.3,0.2,2.1,4.2
440,2016-03-16 03:00:00,0.0,0.0,0.0,0.0
441,2016-03-17 03:00:00,0.0,0.0,0.0,0.0
442,2016-03-18 03:00:00,0.0,0.0,0.0,0.0
443,2016-03-19 03:00:00,0.0,0.0,0.0,0.0
444,2016-03-20 03:00:00,0.0,0.0,0.0,0.0
445,2016-03-21 03:00:00,0.0,0.0,2.0,0.0
446,2016-03-22 03:00:00,0.0,0.0,0.0,0.0
