Date,Precipitation(mm),Max Temperature,Min Temperature,Relative Humidity
12/09/2015 3:00,30.2,22,16.5,93.15
13/09/2015 3:00,7.6,25,16,91.25
14/09/2015 3:00,88.8,23,17,92.4
15/09/2015 3:00,64.6,23.5,16.3,87.5
16/09/2015 3:00,0,25,16.6,88.75
17/09/2015 3:00,1,24.5,17.5,90.3
18/09/2015 3:00,6.6,25,17.5,81.35
19/09/2015 3:00,0,25.5,17.2,81.25
20/09/2015 3:00,21.5,24,16.5,82.7
21/09/2015 3:00,13.2,25,16,91.4
22/09/2015 3:00,48.9,23,16,86.95
23/09/2015 3:00,19.8,22,18,98
24/09/2015 3:00,12,23,18.3,98
25/09/2015 3:00,65.3,21,17.5,97
26/09/2015 3:00,39,22.2,15.5,94.95
27/09/2015 3:00,0,23,16,94.95
28/09/2015 3:00,0.8,23.5,15.5,86.6
29/09/2015 3:00,0.4,24,16.5,85.35
30/09/2015 3:00,0,25,16.3,89.65
01/10/2015 3:00,0.8,24.5,18,92.4
02/10/2015 3:00,0,23.6,17.2,91.3
03/10/2015 3:00,4,23,16,90.25
04/10/2015 3:00,0,22,15.5,80.9
05/10/2015 3:00,0,24,15,72.5
06/10/2015 3:00,0,24,14.3,63
07/10/2015 3:00,0,25,14,43.25
08/10/2015 3:00,0,25,13.6,59.3
09/10/2015 3:00,0,23,13.5,70.05
10/10/2015 3:00,0,23,13,89.3
11/10/2015 3:00,61.6,21.5,14.5,88.85
12/10/2015 3:00,21,20.2,13.5,92.45
13/10/2015 3:00,0,22.5,13,76.8
14/10/2015 3:00,0,22,13.5,74.85
15/10/2015 3:00,10,21,12,63.15
16/10/2015 3:00,1.2,20,12,81.2
17/10/2015 3:00,4.7,19.5,12.6,86.25
18/10/2015 3:00,0,22,12.7,84.25
19/10/2015 3:00,0,22,13.8,85.9
20/10/2015 3:00,0,21.5,14,92.15
21/10/2015 3:00,13,21.5,13,86.75
22/10/2015 3:00,0,20.5,12,77.75
23/10/2015 3:00,0,21,12,73.15
24/10/2015 3:00,0,20,11.5,89.2
25/10/2015 3:00,0,20,12,82.75
26/10/2015 3:00,0,21,12,80.5
27/10/2015 3:00,0,20.5,11.5,80.4
28/10/2015 3:00,0,18.5,12.5,87.8
29/10/2015 3:00,15.4,16,9.5,95.3
30/10/2015 3:00,12,19.5,9.5,69.2
31/10/2015 3:00,0,20.5,10,57.95
01/11/2015 3:00,0,20.5,11,71.65
02/11/2015 3:00,0,19,11.5,81.15
03/11/2015 3:00,0,18.5,12,91.95
04/11/2015 3:00,0,19.5,11,85.5
05/11/2015 3:00,0,19,10.2,84.9
06/11/2015 3:00,0,18.5,9.5,75.7
07/11/2015 3:00,0,18.5,9.3,76.85
08/11/2015 3:00,0,18.5,10,86.2
09/11/2015 3:00,0,19,9.5,72.75
10/11/2015 3:00,0,19.5,10,71.7
11/11/2015 3:00,0,18.5,10,74.55
12/11/2015 3:00,0,18.5,10,75.75
13/11/2015 3:00,0,18.5,10.3,83
14/11/2015 3:00,0,19,10.8,86.05
15/11/2015 3:00,0,17.5,10.5,88.4
16/11/2015 3:00,0,18,9.5,88.9
17/11/2015 3:00,0,17.7,9.5,86.05
18/11/2015 3:00,0,17.5,9,88.1
19/11/2015 3:00,0,18.7,9.5,79.85
20/11/2015 3:00,0,20,9.5,64.15
21/11/2015 3:00,0,19,9.5,73.95
22/11/2015 3:00,0,18,9.3,83.4
23/11/2015 3:00,0,19,10,87.8
24/11/2015 3:00,0,15.5,10.5,84.1
25/11/2015 3:00,0,17.2,11.2,89.45
26/11/2015 3:00,0,18,11.2,72.55
27/11/2015 3:00,0,16,10,79.75
28/11/2015 3:00,0,15,8.5,69.55
29/11/2015 3:00,0,17.5,9.5,74
30/11/2015 3:00,0,17.5,8.5,79.4
01/12/2015 3:00,0,17.5,8.5,80.3
02/12/2015 3:00,0,18,8.5,91.35
03/12/2015 3:00,0,16,7.5,81
04/12/2015 3:00,0,16,6.5,80.45
05/12/2015 3:00,0,15.5,8.6,90.75
06/12/2015 3:00,0,16,8,77.8
07/12/2015 3:00,0,17.2,7.3,78.05
08/12/2015 3:00,0,17.2,9,90
09/12/2015 3:00,0,16.5,7.5,73.4
10/12/2015 3:00,0,16,7.5,70.75
11/12/2015 3:00,0,16.5,7.5,76.55
12/12/2015 3:00,0,16.5,8,74.15
13/12/2015 3:00,0,16,6.5,83.95
14/12/2015 3:00,0,14,5,79.35
15/12/2015 3:00,0,13.5,3,78.25
16/12/2015 3:00,0,12,4.5,77.8
17/12/2015 3:00,0,12.5,4.2,54.15
18/12/2015 3:00,0,12.5,3.5,75.4
19/12/2015 3:00,0,12.2,3.5,82.2
20/12/2015 3:00,0,12,4.5,86.45
21/12/2015 3:00,0,12,2.5,84.5
22/12/2015 3:00,0,12,3,69.8
23/12/2015 3:00,0,12,2.5,63.9
24/12/2015 3:00,0,12,2,55.7
25/12/2015 3:00,0,11.6,1.5,62.6
26/12/2015 3:00,0,12.5,2.8,54.75
27/12/2015 3:00,0,15,4.2,47.55
28/12/2015 3:00,0,15,5,45.45
29/12/2015 3:00,0,14.5,4.8,58.4
30/12/2015 3:00,0,14.5,5,57.45
31/12/2015 3:00,0,15,5,73.35
01/01/2016 3:00,0,14.5,5.2,65.05
02/01/2016 3:00,0,15,5.5,60.25
03/01/2016 3:00,0,14.5,5,66.8
04/01/2016 3:00,0,14.5,4.8,54.15
05/01/2016 3:00,0,15,5.3,74.45
06/01/2016 3:00,0,13.5,6.5,89.65
07/01/2016 3:00,0,15,6.3,84.55
08/01/2016 3:00,0,15,6.6,89.25
09/01/2016 3:00,0,13,5,79.05
10/01/2016 3:00,0,13,4.5,79.55
11/01/2016 3:00,0,14,5.3,79.2
12/01/2016 3:00,0,10,7.2,81.75
13/01/2016 3:00,0,12.5,6.5,77.45
14/01/2016 3:00,0,13,4.5,77.85
15/01/2016 3:00,0,12,5.2,91.4
16/01/2016 3:00,0,14,4,78.05
17/01/2016 3:00,0,13,6,87.3
18/01/2016 3:00,0,15,5,63.4
19/01/2016 3:00,0,15,5.5,63.3
20/01/2016 3:00,0,10,4.8,83.4
21/01/2016 3:00,4.5,13.5,1.5,83.3
22/01/2016 3:00,0,12.5,4,81.2
23/01/2016 3:00,0,14,3.6,71.55
24/01/2016 3:00,0,14,4,64.6
25/01/2016 3:00,0,12,4.2,73.5
26/01/2016 3:00,0,12,4.5,81.15
27/01/2016 3:00,2.8,10.5,3.5,80.4
28/01/2016 3:00,0,8.5,3.5,79.7
29/01/2016 3:00,0,13.5,3.5,71.6
30/01/2016 3:00,0,13,5.5,75.65
31/01/2016 3:00,0,9.5,5.5,91.3
01/02/2016 3:00,0,15.5,5.2,82.2
